Oyuncu,Yaş,Uyruk,Mevki,Sezon,Lig,Kategori,MP,DK,GLS,AST,ASR,TOS,SOT,BCM,KEYP,BCC,SDR,APS,APS%,ALB,LBA%,ACR,CA%,CLS,YC,RC,ELTG,DRP,TACK,INT,BLS,ADW,xG,xA,GI,XGI,Bonservis
Nathan Collins,22,IRL,D,23/24,Premier League,Domestic leagues,32,2649,1,1,6.91,10,2,3,11,5,11,1196,81.5,69,38.1,1,25.0,7,3,0,4,10,38,44,2,73,1.65,1.06,2,2.72,25.000.000
Nathan Collins,21,IRL,D,22/23,Premier League,Domestic leagues,26,1816,0,0,6.81,3,0,0,2,0,7,995,88.1,67,54.0,,,4,2,1,0,9,27,21,1,37,0.23,0.23,0,0.46,22.000.000
Nathan Collins,20,IRL,D,21/22,Premier League,Domestic leagues,19,1670,2,0,7.08,15,5,2,6,3,5,436,69.2,46,34.8,1,33.3,5,2,1,0,10,37,24,3,59,,,2,,8.000.000
Nathan Collins,19,IRL,D,20/21,Championship,Domestic leagues,22,1766,2,1,6.90,6,2,0,12,0,15,657,74.2,49,32.5,8,27.6,9,2,1,0,6,25,27,1,60,,,3,,2.000.000
Nathan Collins,18,IRL,D,19/20,Championship,Domestic leagues,14,551,0,0,6.52,2,0,1,2,0,3,156,68.1,13,27.1,1,50.0,1,2,0,0,4,10,8,0,21,,,0,,800.000
Nathan Fraser,19,IRL,F,24/25,England National League Cup,Domestic leagues,1,69,0,1,,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,600.000
Nathan Fraser,19,IRL,F,24/25,"Premier League 2, Division 1",Domestic leagues,1,65,0,0,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,600.000
Nathan Fraser,18,IRL,F,23/24,"Premier League 2, Division 1",Domestic leagues,8,634,4,0,,,,0,0,0,0,8,8,0,0,0,0,0,2,0,0,0,0,0,,,,,4,,1.000.000
Nathan Fraser,18,IRL,F,23/24,Premier League,Domestic leagues,7,210,0,0,6.61,3,2,1,2,0,0,33,78.6,,,,,0,1,0,0,2,5,1,0,3,0.32,0.06,0,0.38,1.000.000
Nathan Wood,22,ENG,D,24/25,Premier League,Domestic leagues,11,778,0,0,6.66,2,0,1,1,0,4,443,94.1,8,47.1,0,,1,2,0,0,3,14,5,0,15,0.23,0.05,0,0.28,3.500.000
Nathan Wood,22,ENG,D,24/25,"Premier League 2, Division 1",Domestic leagues,1,90,0,0,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,3.500.000
Nathan Wood,21,ENG,D,23/24,Championship,Domestic leagues,26,2103,1,0,6.80,8,5,2,3,1,6,1431,91.2,62,54.4,0,,2,6,0,0,5,24,20,1,50,1.53,0.20,1,1.73,3.800.000
Nathan Wood,20,ENG,D,22/23,Championship,Domestic leagues,40,3405,0,1,6.78,6,2,1,11,0,18,2462,91.8,76,53.5,2,28.6,9,9,0,0,17,41,39,1,77,,,1,,1.200.000
Nathan Wood,18,ENG,D,20/21,Championship,Domestic leagues,4,253,0,0,6.77,1,0,1,1,0,0,75,70.1,13,44.8,,,1,0,0,0,0,3,9,0,6,,,0,,300.000
Nathan Wood,18,ENG,D,20/21,League One,Domestic leagues,12,993,0,0,6.68,7,2,0,0,0,2,458,79.7,55,48.7,,,3,1,0,0,3,7,10,2,35,,,0,,300.000
Nathaniel Clyne,33,ENG,D,24/25,Premier League,Domestic leagues,13,504,0,0,6.55,2,0,0,3,0,0,158,77.8,14,45.2,3,42.9,0,1,0,1,5,12,3,0,1,0.02,0.25,0,0.27,1.000.000
Nathaniel Clyne,32,ENG,D,23/24,Premier League,Domestic leagues,19,1337,0,0,6.80,4,0,0,3,0,8,449,84.2,26,43.3,2,22.2,3,0,0,0,7,24,10,1,13,0.21,0.21,0,0.42,2.000.000
Nathaniel Clyne,31,ENG,D,22/23,Premier League,Domestic leagues,22,1648,0,0,6.60,,,0,7,1,5,533,80.8,18,29.0,5,23.8,2,3,0,0,9,27,19,,6,0.00,0.61,0,0.61,2.000.000
Nathaniel Clyne,30,ENG,D,21/22,Premier League,Domestic leagues,16,1351,0,1,6.78,3,2,0,6,0,4,442,79.2,15,23.4,3,17.6,6,1,0,0,10,21,15,0,10,,,1,,3.000.000
Nathaniel Clyne,29,ENG,D,20/21,Premier League,Domestic leagues,13,1147,0,1,6.54,4,1,0,4,0,4,338,76.3,15,26.8,5,21.7,0,2,0,0,7,17,18,1,4,,,1,,8.000.000
Nathaniel Clyne,27,ENG,D,18/19,Premier League,Domestic leagues,18,1263,0,1,6.53,5,1,0,5,0,4,394,76.1,16,27.6,4,19.0,3,2,0,0,14,37,18,1,6,,,1,,20.000.000
Nathaniel Clyne,26,ENG,D,17/18,Premier League,Domestic leagues,3,174,0,0,6.60,2,1,0,1,0,0,83,79.8,5,71.4,1,14.3,1,1,0,0,1,3,0,1,3,,,0,,21.000.000
Nathaniel Clyne,25,ENG,D,16/17,Premier League,Domestic leagues,37,3324,0,2,6.86,26,5,1,45,5,21,1496,83.3,44,32.1,18,18.6,12,0,0,1,23,80,43,8,13,,,2,,21.000.000
Nathaniel Clyne,24,ENG,D,15/16,Premier League,Domestic leagues,33,2970,1,0,6.85,29,6,0,26,1,23,1187,78.6,58,34.9,11,13.6,10,6,0,0,16,84,52,13,11,,,1,,17.000.000
Nathaniel Clyne,26,ENG,D,17/18,UEFA Champions League,International competitions,2,10,0,0,6.70,,,0,0,0,0,1,33.3,0,,,,0,0,0,0,0,1,0,,,,,0,,21.000.000
Nathaniel Clyne,24,ENG,D,15/16,UEFA Europa League,International competitions,14,1215,0,1,6.86,12,2,0,20,2,9,490,79.0,20,32.3,9,25.0,6,4,0,0,11,27,20,8,7,,,1,,17.000.000
Nelson Semedo,31,POR,OS,24/25,Premier League,Domestic leagues,34,2891,0,4,6.74,18,7,1,25,3,32,897,82.2,36,34.3,16,25.4,4,8,0,2,23,62,23,6,28,1.08,1.71,4,2.79,9.000.000
Nelson Semedo,30,POR,OS,23/24,Premier League,Domestic leagues,36,3092,0,1,6.70,17,4,2,24,2,51,1227,80.9,48,33.1,13,16.3,4,11,1,0,26,79,36,7,22,1.26,1.80,1,3.06,12.000.000
Nelson Semedo,29,POR,OS,22/23,Premier League,Domestic leagues,36,2651,0,1,6.59,9,0,2,11,0,33,988,81.7,37,36.3,8,13.3,7,11,1,0,31,71,29,5,30,0.43,0.95,1,1.38,15.000.000
Nelson Semedo,28,POR,OS,21/22,Premier League,Domestic leagues,25,2137,0,1,6.77,19,4,2,18,1,39,706,77.4,19,21.3,5,15.6,6,1,0,0,24,58,21,5,15,,,1,,22.000.000
Nelson Semedo,27,POR,OS,20/21,Premier League,Domestic leagues,34,2988,1,1,6.85,23,11,1,21,0,62,1270,81.0,54,36.7,17,22.7,8,5,0,1,30,85,41,6,41,,,2,,28.000.000
Nelson Semedo,31,POR,OS,24/25,"Premier League 2, Division 1",Domestic leagues,1,76,0,0,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,9.000.000
Nelson Semedo,26,POR,OS,19/20,LaLiga,Domestic leagues,32,2098,1,2,6.85,8,2,0,12,3,48,1326,89.5,52,66.7,4,18.2,6,2,0,0,15,51,22,1,13,,,3,,40.000.000
Nelson Semedo,25,POR,OS,18/19,LaLiga,Domestic leagues,26,1603,1,0,6.83,6,2,0,4,0,19,981,91.2,35,72.9,1,5.9,6,4,0,0,6,38,22,2,18,,,1,,40.000.000
Nelson Semedo,24,POR,OS,17/18,LaLiga,Domestic leagues,24,1495,0,0,6.75,3,2,1,11,1,29,860,87.9,32,53.3,2,13.3,4,1,0,0,12,34,22,0,7,,,0,,30.000.000
Nelson Semedo,23,POR,OS,16/17,Liga Portugal Betclic,Domestic leagues,31,2781,1,6,7.13,14,3,0,33,4,49,1219,79.8,51,34.7,18,22.5,18,6,0,0,10,93,39,1,22,,,7,,20.000.000
Nelson Semedo,22,POR,OS,15/16,Liga Portugal Betclic,Domestic leagues,12,906,1,0,6.65,9,2,0,7,0,19,368,79.8,8,24.2,7,17.5,4,2,0,0,9,30,17,4,5,,,1,,4.000.000
Nelson Semedo,26,POR,OS,19/20,UEFA Champions League,International competitions,7,630,0,1,6.97,4,1,1,5,1,18,342,87.9,17,68.0,2,28.6,2,2,0,0,9,20,9,1,4,,,1,,40.000.000
Nelson Semedo,25,POR,OS,18/19,UEFA Champions League,International competitions,10,557,0,0,6.76,,,0,4,1,11,293,91.0,10,62.5,0,,2,3,0,0,5,16,6,,4,,,0,,40.000.000
Nelson Semedo,24,POR,OS,17/18,UEFA Champions League,International competitions,7,625,0,0,6.90,2,1,0,4,0,11,280,84.8,9,39.1,0,,5,3,0,0,9,15,8,1,4,,,0,,40.000.000
Nelson Semedo,23,POR,OS,16/17,UEFA Champions League,International competitions,8,720,1,0,6.69,5,1,0,4,0,15,268,81.0,8,25.8,1,7.1,3,0,0,0,6,21,21,1,4,,,1,,20.000.000
Nelson Semedo,22,POR,OS,15/16,UEFA Champions League,International competitions,3,270,0,0,6.97,1,1,0,3,2,10,81,76.4,7,38.9,2,33.3,1,0,0,0,5,8,8,0,,,,0,,4.000.000
Niclas Fullkrug,31,GER,F,24/25,Premier League,Domestic leagues,18,788,3,2,6.85,16,7,0,14,2,1,133,67.9,4,44.4,0,,0,2,0,0,1,4,1,2,39,2.17,0.42,5,2.59,10.000.000
Niclas Fullkrug,30,GER,F,23/24,Bundesliga,Domestic leagues,31,2405,12,8,7.10,58,29,13,36,7,5,425,67.2,21,63.6,1,20.0,3,1,0,0,6,8,2,7,80,12.86,3.72,20,16.58,13.000.000
Niclas Fullkrug,29,GER,F,22/23,Bundesliga,Domestic leagues,28,2479,16,5,7.30,79,37,12,34,5,31,577,63.8,43,63.2,4,20.0,4,4,0,0,10,9,1,12,154,12.81,3.42,21,16.22,29.000.000
Niclas Fullkrug,27,GER,F,20/21,Bundesliga,Domestic leagues,19,879,6,0,6.95,35,17,1,5,0,8,146,57.7,9,64.3,1,25.0,0,1,0,0,12,7,3,1,55,,,6,,5.000.000
Niclas Fullkrug,26,GER,F,19/20,Bundesliga,Domestic leagues,10,481,4,1,7.11,17,11,1,4,2,5,102,64.6,3,60.0,0,,0,2,0,0,4,2,3,2,41,,,5,,6.500.000
Niclas Fullkrug,25,GER,F,18/19,Bundesliga,Domestic leagues,14,1112,2,1,6.88,37,13,3,13,1,5,259,68.2,11,73.3,1,16.7,1,1,0,0,4,3,1,10,65,,,3,,15.000.000
Niclas Fullkrug,24,GER,F,17/18,Bundesliga,Domestic leagues,34,2389,14,3,7.16,87,33,6,37,3,20,471,62.9,20,64.5,5,29.4,1,2,0,0,10,16,8,14,161,,,17,,3.000.000
Niclas Fullkrug,28,GER,F,21/22,2. Bundesliga,Domestic leagues,33,2506,19,6,7.41,123,41,18,54,11,31,553,62.1,29,67.4,3,20.0,6,3,0,0,17,10,5,28,160,,,25,,1.500.000
Niclas Fullkrug,23,GER,F,16/17,2. Bundesliga,Domestic leagues,21,931,5,2,6.99,27,9,1,20,3,11,145,54.1,4,50.0,3,50.0,0,1,0,0,2,12,6,6,75,,,7,,1.750.000
Niclas Fullkrug,30,GER,F,23/24,UEFA Champions League,International competitions,13,1041,3,3,7.01,35,11,10,20,3,2,185,67.5,9,60.0,0,,2,0,0,0,3,2,1,10,54,5.40,1.11,6,6.51,13.000.000
Nico Gonzalez,22,ESP,OS,24/25,Premier League,Domestic leagues,11,763,1,0,6.91,9,2,2,1,0,1,573,92.3,8,47.1,0,,3,3,0,0,5,16,8,2,16,0.48,0.49,1,0.97,40.000.000
Nico Gonzalez,22,ESP,OS,24/25,Liga Portugal Betclic,Domestic leagues,17,1447,5,3,7.30,27,9,5,14,0,12,819,90.2,45,76.3,0,,4,6,1,0,8,34,6,5,29,4.27,1.23,8,5.50,18.000.000
Nico Gonzalez,21,ESP,OS,23/24,Liga Portugal Betclic,Domestic leagues,25,1724,2,1,7.06,30,9,3,21,1,26,994,89.1,27,56.3,3,60.0,0,7,0,0,16,42,10,6,48,3.48,2.31,3,5.79,9.000.000
Nico Gonzalez,20,ESP,OS,22/23,LaLiga,Domestic leagues,26,1409,1,1,6.73,14,3,2,12,1,28,675,87.4,21,45.7,0,,1,1,0,0,16,27,19,5,27,1.51,1.36,2,2.87,14.000.000
Nico Gonzalez,19,ESP,OS,21/22,LaLiga,Domestic leagues,27,1124,2,1,6.74,17,4,1,13,1,34,606,90.0,12,63.2,2,28.6,1,6,0,0,16,31,6,6,5,,,3,,20.000.000
Nico Gonzalez,22,ESP,OS,24/25,UEFA Champions League,International competitions,1,90,1,0,7.30,1,1,0,0,0,0,71,89.9,0,,,,0,1,0,0,0,2,0,0,1,0.91,0.07,1,0.98,40.000.000
Nico Gonzalez,21,ESP,OS,23/24,UEFA Champions League,International competitions,6,233,0,0,6.72,2,0,0,4,0,2,67,77.0,2,40.0,,,0,1,0,0,4,4,2,0,6,0.11,0.08,0,0.20,9.000.000
Nico Gonzalez,19,ESP,OS,21/22,UEFA Champions League,International competitions,4,247,0,0,6.93,3,0,0,5,2,9,125,88.0,1,50.0,1,100.0,2,1,0,0,4,4,3,3,3,,,0,,20.000.000
Nico Gonzalez,22,ESP,OS,24/25,UEFA Europa League,International competitions,7,563,1,2,7.24,10,3,0,6,2,8,268,87.0,12,57.1,0,,1,3,0,0,4,15,2,5,22,0.62,0.46,3,1.09,40.000.000
Nico Gonzalez,19,ESP,OS,21/22,UEFA Europa League,International competitions,3,125,0,0,6.63,2,2,0,2,0,6,85,91.4,3,75.0,,,0,0,0,1,2,3,1,0,,,,0,,20.000.000
Nico O Reilly,19,ENG,OS,24/25,Premier League,Domestic leagues,9,532,2,0,6.99,8,3,0,4,0,9,270,87.7,2,28.6,1,12.5,2,0,0,0,4,9,4,2,6,1.29,0.68,2,1.96,18.000.000
Nico O Reilly,19,ENG,OS,24/25,"Premier League 2, Division 1",Domestic leagues,6,468,1,1,,,,0,0,0,0,6,6,1,0,0,0,0,2,0,0,0,0,0,,,,,2,,18.000.000
Nico O Reilly,19,ENG,OS,24/25,UEFA Champions League,International competitions,1,9,0,0,6.50,,,0,0,0,0,2,100.0,,,,,0,0,0,0,0,0,0,,,,0.00,0,0.00,18.000.000
Nico O Reilly,19,ENG,OS,24/25,UEFA Youth League,International competitions,2,180,0,0,7.90,,,0,2,0,5,48,90.6,3,100.0,0,,1,0,0,0,0,1,0,,,,,0,,18.000.000
Nicolas Dominguez,26,ARG,OS,24/25,Premier League,Domestic leagues,34,1970,0,1,6.90,21,9,3,13,2,3,813,87.7,22,53.7,2,28.6,3,9,0,1,40,86,29,3,27,1.53,1.59,1,3.11,18.000.000
Nicolas Dominguez,25,ARG,OS,23/24,Premier League,Domestic leagues,26,1518,2,2,6.94,22,6,1,10,2,7,708,85.4,27,50.9,2,33.3,1,4,0,0,25,63,18,8,21,1.32,1.28,4,2.60,17.000.000
Nicolas Dominguez,24,ARG,OS,22/23,Serie A,Domestic leagues,31,2309,3,2,7.14,42,17,1,37,4,26,1141,83.7,60,61.9,2,10.5,4,10,0,0,37,79,21,5,37,2.55,2.76,5,5.32,17.000.000
Nicolas Dominguez,23,ARG,OS,21/22,Serie A,Domestic leagues,28,2033,0,3,6.98,21,3,1,27,4,14,987,83.4,78,63.9,4,28.6,6,8,0,0,44,76,32,7,36,,,3,,13.000.000
Nicolas Dominguez,22,ARG,OS,20/21,Serie A,Domestic leagues,28,1257,1,0,6.86,18,5,2,20,2,9,608,87.1,32,69.6,3,27.3,0,8,0,0,22,48,24,5,20,,,1,,10.000.000
Nicolas Dominguez,21,ARG,OS,19/20,Serie A,Domestic leagues,16,704,0,1,6.86,10,1,0,11,2,4,329,84.4,19,65.5,1,20.0,0,1,0,0,11,21,12,2,4,,,1,,15.000.000
Nicolas Dominguez,21,ARG,OS,19/20,Liga Profesional de Fútbol,Domestic leagues,14,1234,5,1,7.21,21,8,2,13,2,12,573,83.2,38,66.7,2,25.0,6,5,0,0,25,38,19,2,24,,,6,,17.500.000
Nicolas Dominguez,20,ARG,OS,18/19,Liga Profesional de Fútbol,Domestic leagues,25,2202,3,2,7.04,37,11,4,21,2,21,1140,83.2,63,56.3,0,,11,4,0,0,42,89,48,10,51,,,5,,7.500.000
Nicolas Dominguez,19,ARG,OS,17/18,Liga Profesional de Fútbol,Domestic leagues,24,1840,0,2,7.03,30,10,1,24,5,10,855,80.7,55,57.3,6,28.6,6,4,0,0,22,68,34,5,27,,,2,,4.000.000
Nicolas Dominguez,18,ARG,OS,16/17,Liga Profesional de Fútbol,Domestic leagues,12,716,1,1,7.03,10,2,0,19,0,5,304,82.6,16,64.0,12,34.3,0,1,0,0,6,28,9,4,6,,,2,,600.000
Nicolas Jackson,23,SEN,F,24/25,Premier League,Domestic leagues,30,2238,10,5,6.92,76,35,19,28,6,18,299,76.7,6,66.7,1,33.3,0,7,1,0,5,22,3,12,22,12.34,1.92,15,14.27,50.000.000
Nicolas Jackson,22,SEN,F,23/24,Premier League,Domestic leagues,35,2804,14,5,7.01,80,41,24,39,8,54,513,78.0,11,61.1,0,,2,10,0,0,19,21,4,17,35,18.64,2.88,19,21.53,35.000.000
Nicolas Jackson,21,SEN,F,22/23,LaLiga,Domestic leagues,26,1609,12,4,7.02,41,23,7,22,7,23,243,76.4,8,80.0,2,40.0,1,5,1,0,6,14,2,4,13,8.03,2.03,16,10.06,30.000.00
Nicolas Jackson,20,SEN,F,21/22,LaLiga,Domestic leagues,9,162,0,0,6.70,5,1,1,3,1,4,38,76.0,0,,0,,0,1,0,0,0,2,1,2,13,,,0,,500.000
Nicolas Jackson,19,SEN,F,20/21,LaLiga 2,Domestic leagues,16,724,1,1,6.53,15,5,3,6,0,20,144,75.4,2,33.3,0,,0,1,0,0,6,11,1,1,10,,,2,,400.000
Nicolas Jackson,23,SEN,F,24/25,UEFA Conference League,International competitions,4,197,3,0,7.18,5,5,2,1,0,2,36,76.6,,,0,,0,1,0,0,1,3,2,0,5,1.95,0.06,3,2.01,50.000.000
Nicolas Jackson,21,SEN,F,22/23,UEFA Conference League,International competitions,10,380,1,0,6.66,11,3,3,3,1,9,72,75.8,3,100.0,,,0,1,0,0,2,1,1,1,4,2.75,0.41,1,3.16,30.000.000
Nikola Milenkovic,27,SRB,D,24/25,Premier League,Domestic leagues,37,3330,5,2,7.11,29,8,4,9,2,1,850,82.8,94,52.5,,,13,4,0,0,7,51,27,5,101,4.02,0.54,7,4.56,35.000.000
Nikola Milenkovic,26,SRB,D,23/24,Serie A,Domestic leagues,34,2526,0,0,6.87,10,3,1,8,1,2,1338,84.8,105,52.2,,,5,4,0,0,14,41,27,4,112,0.40,0.93,0,1.34,15.000.000
Nikola Milenkovic,25,SRB,D,22/23,Serie A,Domestic leagues,27,2136,2,1,6.97,19,6,1,6,2,0,1102,85.9,75,52.8,,,7,4,0,0,9,40,22,2,73,1.93,0.89,3,2.82,18.000.000
Nikola Milenkovic,24,SRB,D,21/22,Serie A,Domestic leagues,34,2929,1,0,7.00,23,9,2,2,1,2,1872,89.6,145,63.3,0,,9,9,1,0,5,54,39,5,98,,,1,,20.000.000
Nikola Milenkovic,23,SRB,D,20/21,Serie A,Domestic leagues,34,3036,3,1,6.96,21,10,3,7,1,8,1363,86.0,84,51.2,0,,8,7,1,0,12,49,44,2,101,,,4,,25.000.000
Nikola Milenkovic,22,SRB,D,19/20,Serie A,Domestic leagues,37,3257,5,0,6.91,29,12,1,8,0,7,1489,87.3,100,55.2,1,33.3,11,9,0,0,20,46,29,4,78,,,5,,28.000.000
Nikola Milenkovic,21,SRB,D,18/19,Serie A,Domestic leagues,34,3009,3,0,7.01,29,12,2,4,0,11,1316,79.9,122,51.9,3,14.3,8,8,1,0,16,59,48,1,108,,,3,,30.000.000
Nikola Milenkovic,20,SRB,D,17/18,Serie A,Domestic leagues,16,1254,0,0,6.94,9,1,1,3,0,2,607,84.0,28,37.8,2,100.0,3,1,1,0,13,39,23,0,39,,,0,,15.000.000
Nikola Milenkovic,26,SRB,D,23/24,UEFA Conference League,International competitions,11,1005,0,1,7.19,9,0,1,3,1,0,619,87.1,67,65.0,,,4,4,0,0,0,15,11,2,56,0.68,0.42,1,1.09,15.000.000
Nikola Milenkovic,25,SRB,D,22/23,UEFA Conference League,International competitions,11,930,1,1,6.97,5,1,1,4,1,2,605,85.2,54,52.9,,,2,5,0,0,3,15,10,1,31,0.59,0.24,2,0.82,18.000.000
Noni Madueke,22,ENG,OS,24/25,Premier League,Domestic leagues,32,2060,7,3,7.03,80,32,14,34,6,45,501,83.6,13,65.0,11,17.5,2,3,0,0,24,25,10,23,11,9.64,3.15,10,12.80,40.000.000
Noni Madueke,21,ENG,OS,23/24,Premier League,Domestic leagues,23,1079,5,2,7.08,32,13,0,20,2,37,402,88.5,9,75.0,4,18.2,1,2,0,0,23,16,4,10,7,2.49,1.96,7,4.45,25.000.000
Noni Madueke,20,ENG,OS,22/23,Premier League,Domestic leagues,12,651,1,0,6.91,12,6,0,13,0,33,214,82.3,3,75.0,2,10.5,0,0,0,0,7,12,4,2,2,0.92,0.70,1,1.62,28.000.00
Noni Madueke,20,ENG,OS,22/23,Eredivisie,Domestic leagues,5,277,1,0,7.22,17,6,3,13,2,11,85,82.5,1,50.0,7,35.0,1,2,0,0,2,12,0,4,1,,,1,,15.000.000
Noni Madueke,19,ENG,OS,21/22,Eredivisie,Domestic leagues,18,833,3,3,6.79,34,18,3,12,2,44,283,83.0,5,62.5,2,11.8,0,0,0,0,9,15,5,7,5,,,6,,18.000.000
Noni Madueke,18,ENG,OS,20/21,Eredivisie,Domestic leagues,24,959,7,4,7.05,30,14,3,18,4,38,302,86.3,2,66.7,6,37.5,0,1,0,0,7,6,3,8,10,,,11,,14.000.000
Noni Madueke,17,ENG,OS,19/20,Eredivisie,Domestic leagues,4,116,0,0,6.70,1,0,0,1,0,5,39,84.8,2,66.7,0,,0,0,0,0,1,4,0,1,1,,,0,,2.000.000
Noni Madueke,22,ENG,OS,24/25,UEFA Conference League,International competitions,7,352,4,1,7.24,14,8,3,9,0,9,134,86.5,5,83.3,6,54.5,0,0,0,0,5,7,1,3,,2.32,0.93,5,3.25,40.000.000
Noni Madueke,19,ENG,OS,21/22,UEFA Conference League,International competitions,5,272,1,1,6.76,11,3,3,2,1,15,78,85.7,1,50.0,1,14.3,0,0,0,0,2,3,1,1,1,,,2,,18.000.000
Noni Madueke,20,ENG,OS,22/23,UEFA Europa League,International competitions,3,105,0,0,6.60,3,2,1,1,1,3,21,80.8,0,,3,75.0,0,0,0,0,0,1,1,1,,0.50,0.25,0,0.75,28.000.000
Noni Madueke,19,ENG,OS,21/22,UEFA Europa League,International competitions,3,125,0,0,6.70,2,0,0,0,0,5,36,85.7,2,100.0,0,,0,0,0,0,1,2,0,0,,,,0,,18.000.000
Noni Madueke,18,ENG,OS,20/21,UEFA Europa League,International competitions,5,248,1,2,6.88,7,2,1,8,2,1,71,81.6,,,0,,0,0,0,0,3,1,0,3,,,,3,,14.000.000
Noni Madueke,19,ENG,OS,21/22,UEFA Champions League,International competitions,6,442,2,1,6.95,17,4,1,6,2,22,143,78.1,4,80.0,2,28.6,0,0,0,0,8,5,2,5,4,,,3,,18.000.000
Noussair Mazraoui,27,MAR,D,24/25,Premier League,Domestic leagues,37,2848,0,1,6.97,13,3,1,20,2,26,1368,86.1,51,44.7,6,26.1,4,3,0,1,35,115,34,6,51,0.68,1.87,1,2.56,25.000.000
Noussair Mazraoui,26,MAR,D,23/24,Bundesliga,Domestic leagues,19,1197,0,3,7.05,12,3,1,15,5,12,773,89.9,17,58.6,3,15.8,6,3,0,1,8,32,20,6,19,0.87,2.36,3,3.23,30.000.000
Noussair Mazraoui,25,MAR,D,22/23,Bundesliga,Domestic leagues,19,1073,1,4,6.92,8,2,0,19,6,18,643,86.9,10,35.7,4,19.0,1,0,0,0,9,29,10,2,17,1.11,1.70,5,2.81,30.000.000
Noussair Mazraoui,24,MAR,D,21/22,Eredivisie,Domestic leagues,25,1957,5,2,7.33,37,14,7,33,5,37,1125,84.8,52,56.5,13,22.0,11,2,0,0,15,47,19,12,44,,,7,,20.000.000
Noussair Mazraoui,23,MAR,D,20/21,Eredivisie,Domestic leagues,19,1214,0,1,7.12,12,4,0,12,2,29,620,82.9,42,59.2,8,20.5,1,0,0,0,9,34,29,7,14,,,1,,18.000.000
Noussair Mazraoui,22,MAR,D,19/20,Eredivisie,Domestic leagues,13,743,0,0,6.71,12,1,0,6,0,19,404,81.6,7,31.8,1,7.7,0,1,0,0,8,20,8,8,11,,,0,,14.000.000
Noussair Mazraoui,21,MAR,D,18/19,Eredivisie,Domestic leagues,28,2234,1,1,7.07,29,14,1,26,5,48,1197,87.1,27,48.2,10,19.6,10,2,1,0,17,72,48,7,30,,,2,,15.000.000
Noussair Mazraoui,20,MAR,D,17/18,Eredivisie,Domestic leagues,8,291,0,0,7.16,7,0,1,6,0,12,157,85.3,4,40.0,2,33.3,0,0,0,0,3,13,11,1,5,,,0,,12.000.000     
Noussair Mazraoui,19,MAR,D,16/17,Eerste Divisie,Domestic leagues,2,106,0,0,7.00,2,1,0,1,0,2,35,77.8,0,,0,,0,0,0,0,0,4,3,1,2,,,0,,200.000
Noussair Mazraoui,27,MAR,D,24/25,UEFA Europa League,International competitions,14,1166,0,1,7.21,4,2,0,9,2,8,700,90.6,21,56.8,3,27.3,2,2,0,0,7,44,14,0,22,0.09,0.98,1,1.07,25.000.000    
Noussair Mazraoui,26,MAR,D,23/24,UEFA Champions League,International competitions,8,649,0,1,7.00,5,1,0,7,0,6,330,87.5,11,52.4,1,12.5,0,1,0,0,7,17,7,2,11,0.13,0.67,1,0.80,30.000.000
Noussair Mazraoui,25,MAR,D,22/23,UEFA Champions League,International competitions,5,393,0,0,6.92,4,1,0,1,0,6,225,84.3,6,50.0,1,12.5,1,2,0,0,4,13,3,1,8,0.23,0.28,0,0.51,30.000.000      
Noussair Mazraoui,24,MAR,D,21/22,UEFA Champions League,International competitions,8,661,0,2,7.10,9,3,1,10,1,10,330,87.1,11,68.8,3,30.0,1,1,0,0,7,28,4,3,3,,,2,,20.000.000   
Noussair Mazraoui,23,MAR,D,20/21,UEFA Champions League,International competitions,6,481,1,0,7.20,9,4,0,3,0,8,221,78.9,17,47.2,1,14.3,0,1,0,0,6,19,14,3,6,,,1,,18.000.000    
Noussair Mazraoui,22,MAR,D,19/20,UEFA Champions League,International competitions,6,477,0,0,6.67,3,1,0,3,0,7,228,84.4,5,35.7,3,60.0,0,3,1,0,3,13,7,2,12,,,0,,14.000.000
Noussair Mazraoui,21,MAR,D,18/19,UEFA Champions League,International competitions,17,1355,2,2,6.95,14,3,1,9,1,20,492,86.6,19,54.3,6,30.0,4,3,0,0,16,51,30,5,18,,,4,,15.000.000
Odsonne Edouard,26,FRA,F,24/25,Premier League,Domestic leagues,6,153,0,0,6.58,5,1,0,2,0,1,23,65.7,1,100.0,0,,0,0,0,0,2,2,0,2,2,0.39,0.07,0,0.46,8.000.000
Odsonne Edouard,25,FRA,F,23/24,Premier League,Domestic leagues,30,1583,7,0,6.85,51,19,6,18,1,19,247,73.3,3,42.9,2,20.0,2,4,0,0,15,24,6,18,32,6.25,1.08,7,7.33,20.000.000
Odsonne Edouard,24,FRA,F,22/23,Premier League,Domestic leagues,35,1827,5,2,6.64,39,15,4,17,1,16,295,72.7,1,20.0,0,,0,3,0,0,6,25,3,13,41,4.21,0.79,7,5.00,17.000.000
Odsonne Edouard,23,FRA,F,21/22,Premier League,Domestic leagues,28,1571,6,3,6.81,40,18,6,21,2,30,306,73.7,4,66.7,0,,2,4,0,0,14,16,0,8,38,,,9,,17.000.000
