Oyuncu,Yaş,Uyruk,Mevki,Sezon,Lig,Kategori,MP,DK,GLS,AST,ASR,TOS,SOT,BCM,KEYP,BCC,SDR,APS,APS%,ALB,LBA%,ACR,CA%,CLS,YC,RC,ELTG,DRP,TACK,INT,BLS,ADW,xG,xA,GI,XGI,Bonservis
Odsonne Edouard,23,FRA,F,21/22,Scottish Premiership,Domestic leagues,4,262,2,1,7.25,13,4,2,9,3,2,44,73.3,,,,,0,1,0,0,1,2,1,4,4,,,3,,15.000.000
Odsonne Edouard,22,FRA,F,20/21,Scottish Premiership,Domestic leagues,31,2340,18,4,7.17,110,53,12,38,9,51,548,80.2,8,61.5,1,9.1,2,1,0,0,8,8,4,30,26,,,22,,15.000.000
Odsonne Edouard,21,FRA,F,19/20,Scottish Premiership,Domestic leagues,23,1790,17,6,7.45,96,36,11,35,9,56,424,77.1,5,41.7,3,37.5,4,0,0,0,5,5,1,28,26,,,23,,7.500.000
Odsonne Edouard,18,FRA,F,16/17,Ligue 1,Domestic leagues,16,561,1,0,6.55,11,4,2,5,1,9,86,65.2,0,,0,,1,0,0,0,8,7,2,2,10,,,1,,1.500.000
Odsonne Edouard,23,FRA,F,21/22,UEFA Champions League,International competitions,2,197,0,0,6.25,3,1,1,0,0,1,23,67.6,1,50.0,,,0,1,0,0,1,1,0,0,5,,,0,,17.000.000
Odsonne Edouard,19,FRA,F,17/18,UEFA Champions League,International competitions,2,37,0,0,6.45,,,0,0,0,1,4,50.0,,,,,0,0,0,0,2,0,0,,1,,,0,,1.500.000
Odsonne Edouard,22,FRA,F,20/21,UEFA Europa League,International competitions,4,278,2,0,6.68,5,4,1,2,0,3,52,72.2,2,100.0,,,0,0,0,0,2,0,0,0,2,,,2,,15.000.000
Odsonne Edouard,21,FRA,F,19/20,UEFA Europa League,International competitions,6,534,3,2,6.73,20,10,4,8,2,9,73,67.0,2,100.0,1,50.0,1,2,0,0,0,1,1,5,10,,,5,,7.500.000
Odsonne Edouard,20,FRA,F,18/19,UEFA Europa League,International competitions,8,552,2,0,6.66,13,5,0,3,0,11,81,65.9,3,75.0,1,20.0,0,0,0,0,3,3,2,5,14,,,2,,3.000.000
Odsonne Edouard,19,FRA,F,17/18,UEFA Europa League,International competitions,1,6,0,0,6.60,,,0,0,0,1,3,100.0,,,,,0,0,0,0,0,0,0,,,,,0,,1.500.000
Ogbene Chiedozie,27,IRL,OS,24/25,Premier League,Domestic leagues,5,240,0,0,6.58,,,0,2,0,1,31,79.5,0,,1,25.0,0,0,0,0,2,7,1,,1,,0.05,0,0.05,7.000.000
Ogbene Chiedozie,26,IRL,OS,23/24,Premier League,Domestic leagues,30,1993,4,1,7.03,35,14,1,27,5,61,513,81.6,10,37.0,11,13.9,1,1,0,0,10,17,7,17,29,4.25,3.54,5,7.79,8.000.000 
Ogbene Chiedozie,27,IRL,OS,24/25,Championship,Domestic leagues,3,247,0,0,6.57,,,0,2,1,2,64,84.2,4,66.7,2,22.2,1,0,0,0,1,2,1,,2,,0.23,0,0.23,8.000.000
Ogbene Chiedozie,25,IRL,OS,22/23,Championship,Domestic leagues,39,3238,8,4,6.81,56,23,5,30,9,58,428,67.8,11,37.9,10,10.8,10,3,0,0,13,31,7,17,47,,,12,,3.000.000 
Ogbene Chiedozie,23,IRL,OS,20/21,Championship,Domestic leagues,11,608,0,0,6.60,15,4,3,5,0,15,72,55.0,4,40.0,7,26.9,1,0,0,0,0,8,5,7,10,,,0,,200.000  
Ogbene Chiedozie,21,IRL,OS,18/19,Championship,Domestic leagues,4,17,0,0,6.20,1,0,1,0,0,0,5,71.4,,,0,,0,0,0,0,0,0,1,0,1,,,0,,150.000
Ogbene Chiedozie,20,IRL,OS,17/18,Championship,Domestic leagues,2,35,0,0,6.65,3,0,0,0,0,2,9,81.8,0,,0,,0,0,0,0,0,0,1,3,2,,,0,,100.000
Ogbene Chiedozie,24,IRL,OS,21/22,League One,Domestic leagues,45,3449,3,5,6.99,43,6,0,65,13,69,595,72.4,35,52.2,41,17.3,14,1,0,1,11,35,14,17,45,,,8,,2.000.000
Ogbene Chiedozie,22,IRL,OS,19/20,League One,Domestic leagues,25,1907,1,3,6.70,29,9,3,26,7,37,288,70.6,16,41.0,22,15.7,3,6,1,0,11,10,18,10,26,,,4,,250.000
Ola Aina,28,NGR,D,24/25,Premier League,Domestic leagues,35,3003,2,1,6.87,11,2,1,16,3,33,822,80.0,28,31.5,13,22.0,11,5,0,0,28,55,33,3,13,0.64,2.22,3,2.85,22.000.000
Ola Aina,27,NGR,D,23/24,Premier League,Domestic leagues,22,1719,1,1,6.75,11,1,0,11,0,27,507,80.0,20,42.6,7,25.0,0,3,0,0,11,47,18,5,18,0.27,1.03,2,1.30,14.000.000   
Ola Aina,24,NGR,D,20/21,Premier League,Domestic leagues,31,2670,2,1,6.75,14,4,1,15,1,21,1153,78.9,66,36.9,9,17.3,7,3,0,0,22,37,45,3,31,,,3,,5.500.000   
Ola Aina,20,NGR,D,16/17,Premier League,Domestic leagues,3,24,0,0,6.65,1,1,0,0,0,0,14,87.5,0,,,,0,0,0,0,0,0,0,0,,,,0,,1.500.000
Ola Aina,26,NGR,D,22/23,Serie A,Domestic leagues,19,880,1,1,6.78,8,3,1,12,4,23,312,76.5,14,32.6,12,34.3,2,5,0,0,6,17,11,3,12,0.80,1.85,2,2.65,8.000.000
Ola Aina,25,NGR,D,21/22,Serie A,Domestic leagues,21,1441,0,0,6.82,10,4,0,17,5,18,424,73.7,12,24.5,5,14.7,1,4,0,0,8,27,28,3,17,,,0,,3.500.000
Ola Aina,23,NGR,D,19/20,Serie A,Domestic leagues,32,2084,0,2,6.83,12,2,0,22,4,47,701,78.6,35,45.5,17,27.4,2,8,0,0,20,45,41,2,30,,,2,,7.000.000
Ola Aina,22,NGR,D,18/19,Serie A,Domestic leagues,30,2162,1,3,6.86,24,5,0,25,4,30,684,78.2,41,52.6,16,25.4,9,5,1,2,25,54,39,6,43,,,4,,10.000.000 
Ola Aina,21,NGR,D,17/18,Championship,Domestic leagues,44,3823,0,3,6.90,35,7,1,32,2,64,1249,75.3,76,39.6,19,19.6,11,3,0,1,37,102,90,11,102,,,3,,6.500.000
Oleksandr Zinchenko,28,UKR,D,24/25,Premier League,Domestic leagues,15,542,0,1,6.81,10,0,0,3,0,3,350,87.1,12,48.0,3,23.1,1,1,0,0,5,6,5,8,12,0.65,0.52,1,1.17,20.000.000
Oleksandr Zinchenko,27,UKR,D,23/24,Premier League,Domestic leagues,27,1730,1,2,7.18,17,3,0,30,5,7,1261,89.4,53,63.1,5,16.7,3,2,0,1,17,50,20,10,27,0.58,2.94,3,3.53,30.000.000
Oleksandr Zinchenko,26,UKR,D,22/23,Premier League,Domestic leagues,27,2133,1,2,6.93,28,7,1,20,2,15,1506,87.8,62,62.0,7,18.9,2,3,0,0,19,40,22,8,51,1.40,2.37,3,3.77,42.000.000
Oleksandr Zinchenko,25,UKR,D,21/22,Premier League,Domestic leagues,15,1044,0,4,7.07,12,4,0,17,3,7,881,90.7,24,55.8,5,16.1,5,0,0,0,9,20,14,2,15,,,4,,32.000.000
Oleksandr Zinchenko,24,UKR,D,20/21,Premier League,Domestic leagues,20,1474,0,0,7.00,16,4,0,15,1,6,1229,89.8,30,46.2,6,15.4,7,0,0,0,10,25,23,7,29,,,0,,25.000.000
Oleksandr Zinchenko,23,UKR,D,19/20,Premier League,Domestic leagues,19,1277,0,0,6.87,16,3,0,21,2,3,1097,90.7,32,61.5,13,25.0,6,1,1,1,15,31,17,7,26,,,0,,20.000.000
Oleksandr Zinchenko,22,UKR,D,18/19,Premier League,Domestic leagues,14,1153,0,3,7.12,7,1,0,12,3,5,1083,91.5,37,69.8,7,17.9,9,1,0,1,19,34,20,4,24,,,3,,30.000.000
Oleksandr Zinchenko,21,UKR,D,17/18,Premier League,Domestic leagues,8,533,0,0,7.19,5,2,0,8,0,3,621,92.4,17,68.0,0,,2,1,0,0,6,23,6,0,16,,,0,,15.000.000
Oleksandr Zinchenko,20,UKR,D,16/17,Eredivisie,Domestic leagues,12,496,0,3,7.10,16,6,2,19,5,9,312,85.5,13,72.2,9,22.0,0,0,0,0,7,9,5,5,4,,,3,,4.500.000
Oleksandr Zinchenko,19,UKR,D,15/16,Russian Premier League,Domestic leagues,19,1448,1,3,6.83,19,3,0,25,2,16,379,71.5,23,46.0,11,16.2,1,3,0,0,6,36,39,7,19,,,4,,4.000.000
Oleksandr Zinchenko,28,UKR,D,24/25,UEFA Champions League,International competitions,6,193,1,0,6.92,4,1,0,3,2,0,112,86.2,3,75.0,2,28.6,0,0,0,0,0,0,1,2,5,0.24,0.25,1,0.48,20.000.000
Oleksandr Zinchenko,27,UKR,D,23/24,UEFA Champions League,International competitions,6,279,0,0,6.73,1,1,0,1,0,0,209,89.3,12,70.6,0,,0,1,0,0,4,6,4,0,1,0.06,0.21,0,0.26,30.000.000    
Oleksandr Zinchenko,25,UKR,D,21/22,UEFA Champions League,International competitions,8,501,0,2,6.89,6,0,0,8,3,2,311,85.9,11,50.0,4,26.7,1,2,0,0,4,13,11,4,12,,,2,,32.000.000
Oleksandr Zinchenko,24,UKR,D,20/21,UEFA Champions League,International competitions,9,585,0,1,7.02,5,3,0,2,0,3,530,89.7,11,57.9,3,13.0,3,1,0,0,5,12,4,0,17,,,1,,25.000.000
Oleksandr Zinchenko,23,UKR,D,19/20,UEFA Champions League,International competitions,2,114,0,0,6.80,,,0,1,0,0,99,94.3,,,0,,1,0,0,0,2,2,3,,,,,0,,20.000.000
Oleksandr Zinchenko,22,UKR,D,18/19,UEFA Champions League,International competitions,5,342,0,2,7.32,2,0,0,6,1,1,300,92.9,13,92.9,2,40.0,2,1,0,0,3,8,11,0,4,,,2,,30.000.000
Oleksandr Zinchenko,21,UKR,D,17/18,UEFA Champions League,International competitions,1,90,0,0,6.30,,,0,1,0,0,115,85.8,3,37.5,,,0,0,0,0,4,1,1,,,,,0,,15.000.000
Oleksandr Zinchenko,20,UKR,D,16/17,UEFA Champions League,International competitions,4,173,0,0,6.50,1,0,0,1,0,3,78,87.6,7,87.5,2,33.3,0,0,0,0,2,0,4,0,,,,0,,4.500.000
Oleksandr Zinchenko,26,UKR,D,22/23,UEFA Europa League,International competitions,3,204,0,0,6.93,2,1,0,3,2,3,135,83.3,1,12.5,2,100.0,0,1,0,0,4,4,3,1,3,0.10,1.08,0,1.18,42.000.000
Ollie Watkins,29,ENG,F,24/25,Premier League,Domestic leagues,38,2610,16,8,6.94,84,40,27,25,7,10,307,74.2,4,80.0,0,,4,2,0,1,8,10,8,17,52,15.38,2.07,24,17.45,40.000.000
Ollie Watkins,28,ENG,F,23/24,Premier League,Domestic leagues,37,3221,19,13,7.32,107,47,22,45,11,26,453,76.8,3,27.3,2,15.4,4,4,0,0,6,12,4,21,50,16.93,4.16,32,21.09,55.000.000
Ollie Watkins,27,ENG,F,22/23,Premier League,Domestic leagues,37,3134,15,6,6.88,86,47,20,31,4,18,385,69.9,5,71.4,3,33.3,9,4,0,0,17,19,10,16,70,16.46,2.67,21,19.13,60.000.000
Ollie Watkins,26,ENG,F,21/22,Premier League,Domestic leagues,35,2955,11,2,6.90,77,32,10,35,4,37,478,70.9,6,40.0,1,6.7,9,7,0,0,13,17,12,25,65,,,13,,32.000.000
Ollie Watkins,25,ENG,F,20/21,Premier League,Domestic leagues,37,3329,14,5,7.05,97,45,13,45,8,39,577,71.6,6,60.0,5,22.7,14,3,1,0,23,30,7,26,136,,,19,,35.000.000
Ollie Watkins,24,ENG,F,19/20,Championship,Domestic leagues,49,4430,26,3,7.17,134,52,18,72,8,41,920,74.8,19,50.0,3,10.7,16,4,0,0,29,29,15,45,112,,,29,,12.000.000
Ollie Watkins,23,ENG,F,18/19,Championship,Domestic leagues,41,3126,10,6,6.95,92,34,5,71,3,39,915,77.2,29,67.4,13,13.7,3,5,0,0,24,30,14,27,59,,,16,,12.000.000
Ollie Watkins,22,ENG,F,17/18,Championship,Domestic leagues,45,3528,10,4,7.28,140,37,6,100,11,122,1189,78.7,31,47.0,52,26.3,11,8,0,0,30,32,20,58,66,,,14,,7.000.000
Ollie Watkins,21,ENG,F,16/17,League Two,Domestic leagues,3,270,2,1,7.50,10,5,0,6,1,7,83,76.9,0,,0,,0,0,0,0,4,1,1,3,2,,,3,,150.000
Ollie Watkins,29,ENG,F,24/25,UEFA Champions League,International competitions,12,697,1,4,6.82,18,8,4,14,4,2,97,74.6,2,40.0,0,,0,0,0,0,3,1,3,2,12,3.21,0.42,5,3.63,40.000.000
Ollie Watkins,28,ENG,F,23/24,UEFA Conference League,International competitions,12,852,8,0,7.24,26,13,2,13,0,5,105,82.0,2,100.0,2,28.6,1,2,0,0,0,2,0,7,15,3.01,0.72,8,3.73,55.000.000
Omar Marmoush,25,EGY,F,24/25,Premier League,Domestic leagues,16,1190,7,0,7.33,49,17,3,15,8,20,241,84.3,2,100.0,10,35.7,3,0,0,0,8,13,6,15,5,5.49,2.12,7,7.60,75.000.000
Omar Marmoush,25,EGY,F,24/25,Bundesliga,Domestic leagues,17,1454,15,9,8.16,77,36,9,35,11,46,273,79.6,11,57.9,22,28.2,1,2,0,0,4,12,2,13,7,8.87,4.14,24,13.01,60.000.000
Omar Marmoush,24,EGY,F,23/24,Bundesliga,Domestic leagues,29,2317,12,6,7.25,79,33,6,41,6,39,392,73.4,16,55.2,12,36.4,1,7,0,0,10,21,11,23,29,11.63,4.41,18,16.04,40.000.000
Omar Marmoush,23,EGY,F,22/23,Bundesliga,Domestic leagues,33,1478,5,1,6.63,48,17,5,12,2,38,296,68.4,13,59.1,3,12.0,0,2,0,0,12,16,7,13,43,6.10,1.40,6,7.50,15.000.000
Omar Marmoush,22,EGY,F,21/22,Bundesliga,Domestic leagues,23,1612,3,5,6.80,50,13,7,35,2,44,285,71.3,9,47.4,20,45.5,1,3,0,0,16,26,7,13,29,,,8,,6.000.000
Omar Marmoush,21,EGY,F,20/21,Bundesliga,Domestic leagues,1,1,0,0,,,,0,0,0,0,1,100.0,,,,,0,0,0,0,0,0,0,,,,,0,,4.500.000
Omar Marmoush,20,EGY,F,19/20,Bundesliga,Domestic leagues,5,79,0,0,6.44,1,1,0,0,0,2,10,62.5,,,0,,0,0,0,0,0,1,1,0,,,,0,,400.000
Omar Marmoush,21,EGY,F,20/21,2. Bundesliga,Domestic leagues,21,1544,7,2,6.95,48,16,5,17,3,67,282,73.4,12,60.0,4,18.2,0,2,0,0,8,18,8,15,42,,,9,,750.000
Omar Marmoush,25,EGY,F,24/25,UEFA Champions League,International competitions,2,100,0,0,6.55,2,0,0,0,0,0,14,87.5,,,0,,0,0,0,0,1,2,0,1,1,0.17,0.06,0,0.23,75.000.000
Omar Marmoush,25,EGY,F,24/25,UEFA Europa League,International competitions,6,408,4,2,7.38,22,7,5,16,2,8,114,83.2,1,50.0,9,40.9,1,1,0,0,2,4,3,5,1,4.54,1.12,6,5.66,60.000.000
Omar Marmoush,20,EGY,F,19/20,UEFA Europa League,International competitions,1,28,0,0,6.20,1,0,0,0,0,0,2,66.7,,,,,0,0,0,0,1,1,0,1,,,,0,,400.000
Omar Marmoush,24,EGY,F,23/24,UEFA Conference League,International competitions,9,690,4,0,7.24,27,8,4,12,2,8,108,73.0,3,50.0,2,20.0,0,1,0,0,5,11,1,8,16,2.75,0.58,4,3.34,40.000.000
Omari Hutchinson,21,ENG,OS,24/25,Premier League,Domestic leagues,31,2590,3,2,6.65,45,19,2,31,6,51,665,84.4,17,47.2,17,21.0,0,5,0,0,35,32,11,17,7,2.85,2.46,5,5.31,22.000.000
Omari Hutchinson,19,ENG,OS,22/23,Premier League,Domestic leagues,1,22,0,0,6.40,,,0,1,0,0,9,81.8,,,0,,0,0,0,0,0,0,1,,,,0.07,0,0.07,3.000.000
Omari Hutchinson,20,ENG,OS,23/24,Championship,Domestic leagues,44,2180,10,5,6.93,66,30,4,39,7,50,582,77.3,16,37.2,23,24.7,4,3,0,0,47,54,15,25,10,5.22,5.18,15,10.39,18.000.000
Omari Kellyman,19,ENG,F,24/25,"Premier League 2, Division 1",Domestic leagues,3,138,0,0,,,,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,,,,,0,,1.500.000
Omari Kellyman,18,ENG,F,23/24,"Premier League 2, Division 1",Domestic leagues,12,786,7,0,,,,0,0,0,0,12,12,0,0,0,0,0,1,0,0,0,0,0,,,,,7,,1.500.000
Omari Kellyman,18,ENG,F,23/24,Premier League,Domestic leagues,2,35,0,0,6.40,1,0,0,0,0,0,6,85.7,,,,,0,0,0,0,1,1,0,1,,0.07,0.00,0,0.07,1.000.000
Omari Kellyman,18,ENG,F,23/24,UEFA Conference League,International competitions,3,107,0,1,6.70,2,0,0,2,0,1,16,57.1,0,,,,1,0,0,0,0,0,0,1,2,,0.00,1,0.00,1.000.00
Orel Mangala,26,BEL,OS,24/25,Premier League,Domestic leagues,19,1255,1,0,6.89,16,6,0,8,0,14,436,90.3,15,68.2,1,16.7,3,2,0,0,3,16,21,2,6,1.12,0.61,1,1.73,18.000.000
Orel Mangala,25,BEL,OS,23/24,Premier League,Domestic leagues,20,1580,1,0,6.71,10,1,1,6,0,13,569,88.6,23,63.9,1,50.0,1,6,0,0,15,27,26,1,10,0.84,0.30,1,1.14,20.000.000
Orel Mangala,24,BEL,OS,22/23,Premier League,Domestic leagues,27,1556,1,1,6.67,9,3,0,3,1,16,410,81.0,13,44.8,1,16.7,1,3,0,0,17,28,23,2,11,0.58,0.48,2,1.07,22.000.000
Orel Mangala,26,BEL,OS,24/25,Ligue 1,Domestic leagues,1,68,0,0,6.30,1,0,0,1,0,0,28,93.3,3,100.0,1,100.0,0,0,0,0,1,1,0,1,,0.05,0.05,0,0.10,20.000.000
Orel Mangala,25,BEL,OS,23/24,Ligue 1,Domestic leagues,8,397,2,0,6.78,5,2,1,7,0,3,154,85.6,5,45.5,0,,1,0,0,0,2,5,5,0,5,0.98,0.60,2,1.59,20.000.000
Orel Mangala,23,BEL,OS,21/22,Bundesliga,Domestic leagues,28,1863,1,3,6.69,17,8,2,29,4,43,653,83.6,21,63.6,1,11.1,2,4,0,0,11,17,12,3,10,,,4,,15.000.000
Orel Mangala,22,BEL,OS,20/21,Bundesliga,Domestic leagues,24,2110,1,3,6.81,26,8,0,19,1,53,844,84.6,31,54.4,1,10.0,3,4,0,0,11,27,26,8,10,,,4,,20.000.000
Orel Mangala,19,BEL,OS,17/18,Bundesliga,Domestic leagues,20,770,0,0,6.63,10,3,0,2,1,14,274,78.3,12,37.5,0,,1,2,0,0,10,28,18,3,6,,,0,,2.500.000
Orel Mangala,21,BEL,OS,19/20,2. Bundesliga,Domestic leagues,29,1988,1,2,6.87,38,10,0,17,3,64,1024,88.2,25,61.0,6,30.0,7,3,0,0,9,22,20,16,8,,,3,,14.000.000
Orel Mangala,20,BEL,OS,18/19,2. Bundesliga,Domestic leagues,29,2472,0,2,6.94,29,7,1,25,3,63,1367,87.7,54,53.5,2,25.0,8,5,1,0,19,65,50,9,16,,,2,,12.000.000
Oscar Bobb,21,NOR,OS,24/25,Premier League,Domestic leagues,3,18,0,0,6.80,,,0,1,0,2,13,86.7,,,,,0,0,0,0,0,0,0,,,,0.02,0,0.02,25.000.000
Oscar Bobb,20,NOR,OS,23/24,Premier League,Domestic leagues,14,303,1,1,7.12,4,2,1,10,2,11,148,88.1,0,,3,60.0,0,0,0,0,2,7,5,1,1,1.38,1.33,2,2.71,25.000.000
Oscar Bobb,21,NOR,OS,24/25,"Premier League 2, Division 1",Domestic leagues,1,61,0,0,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,25.000.000
Oscar Bobb,20,NOR,OS,23/24,UEFA Champions League,International competitions,4,221,1,0,7.00,4,2,0,4,0,3,85,87.6,,,1,100.0,0,0,0,0,0,2,0,2,,0.22,0.85,1,1.07,25.000.000
Oscar Bobb,20,NOR,OS,23/24,FIFA Club World Cup,International competitions,2,35,0,0,6.95,1,0,0,1,1,1,18,85.7,,,1,100.0,0,0,0,0,1,1,0,0,,,,0,,25.000.000
Oscar Bobb,19,NOR,OS,22/23,UEFA Youth League,International competitions,7,596,2,1,7.01,13,5,3,12,2,18,296,87.1,10,83.3,7,50.0,0,0,0,0,5,5,1,5,1,,,3,,15.000.000
Osula William,21,DEN,F,24/25,Premier League,Domestic leagues,14,168,1,0,6.59,4,1,0,2,0,3,18,72.0,,,0,,0,0,0,0,2,2,4,1,6,0.16,0.06,1,0.22,7.000.000
Osula William,20,DEN,F,23/24,Premier League,Domestic leagues,21,803,0,0,6.51,21,8,2,1,1,3,48,53.3,,,1,50.0,0,4,0,0,1,2,2,6,24,1.65,0.16,0,1.81,3.000.000
Osula William,19,DEN,F,22/23,Championship,Domestic leagues,2,50,0,0,6.40,3,0,2,0,0,1,8,88.9,0,,0,,0,0,0,0,0,3,0,0,1,,,0,,1.000.000
Osula William,19,DEN,F,22/23,League One,Domestic leagues,16,452,2,0,6.44,13,8,3,2,1,1,30,62.5,0,,1,100.0,1,1,1,0,2,0,0,2,10,,,2,,1.000.000
Pablo Sarabia,32,ESP,OS,24/25,Premier League,Domestic leagues,23,819,3,2,6.80,17,8,5,15,2,6,289,76.1,19,55.9,10,21.3,0,2,0,0,6,16,4,2,6,2.88,1.89,5,4.77,5.000.000
Pablo Sarabia,31,ESP,OS,23/24,Premier League,Domestic leagues,30,1757,4,7,7.09,46,18,4,51,9,17,639,77.1,33,49.3,38,29.0,0,5,0,0,24,20,10,15,7,5.47,4.89,11,10.36,7.000.000
Pablo Sarabia,30,ESP,OS,22/23,Premier League,Domestic leagues,13,770,1,0,6.57,20,5,3,11,1,2,241,76.8,11,50.0,8,17.4,0,3,0,0,9,12,2,7,3,3.08,0.81,1,3.89,12.000.000
Pablo Sarabia,30,ESP,OS,22/23,Ligue 1,Domestic leagues,14,378,0,0,6.65,6,2,2,11,1,1,140,82.8,1,33.3,6,37.5,0,1,0,0,6,5,2,1,,1.31,1.09,0,2.40,20.000.000
Pablo Sarabia,29,ESP,OS,21/22,Ligue 1,Domestic leagues,2,21,1,0,7.30,1,1,0,0,0,1,13,72.2,0,,0,,0,1,0,0,1,0,0,0,,,,1,,25.000.000
Pablo Sarabia,28,ESP,OS,20/21,Ligue 1,Domestic leagues,27,1317,6,4,6.88,37,19,8,25,11,8,447,79.4,18,64.3,12,23.5,4,2,0,0,28,15,5,7,4,,,10,,25.000.000
Pablo Sarabia,27,ESP,OS,19/20,Ligue 1,Domestic leagues,21,1169,4,3,6.95,33,11,5,19,7,5,510,82.7,12,52.2,7,13.2,3,1,0,0,21,12,10,5,3,,,7,,25.000.000
Pablo Sarabia,29,ESP,OS,21/22,Liga Portugal Betclic,Domestic leagues,29,2087,15,6,7.37,69,40,11,60,14,9,606,76.2,24,42.9,40,28.2,4,7,0,0,20,12,4,12,2,,,21,,25.000.000
Pablo Sarabia,29,ESP,OS,21/22,Taça da Liga,Domestic leagues,2,169,2,1,8.00,5,3,0,6,1,2,45,77.6,1,25.0,3,30.0,0,0,0,0,3,2,0,2,1,,,3,,25.000.000
Pablo Sarabia,26,ESP,OS,18/19,LaLiga,Domestic leagues,33,2728,12,13,7.28,75,31,12,68,17,28,962,79.6,40,54.8,44,24.0,7,9,0,0,41,30,22,13,11,,,25,,40.000.000
Pablo Sarabia,25,ESP,OS,17/18,LaLiga,Domestic leagues,34,2398,6,5,6.88,57,27,8,47,9,21,796,79.0,24,43.6,25,22.3,7,8,1,1,38,27,30,15,14,,,11,,35.000.000
Pablo Sarabia,24,ESP,OS,16/17,LaLiga,Domestic leagues,34,2133,8,8,6.83,43,22,1,47,7,22,772,79.1,35,43.2,37,17.5,7,10,0,0,31,40,25,9,13,,,16,,15.000.000
Pablo Sarabia,23,ESP,OS,15/16,LaLiga,Domestic leagues,31,2535,7,6,6.85,62,33,1,76,10,46,683,75.0,42,56.8,55,22.1,3,9,0,0,46,45,32,11,7,,,13,,10.000.000
Pablo Sarabia,30,ESP,OS,22/23,UEFA Champions League,International competitions,3,91,0,0,6.77,3,1,0,1,0,1,16,76.2,,,1,20.0,0,1,0,0,0,1,0,1,1,0.12,0.08,0,0.20,12.000.000
Pablo Sarabia,29,ESP,OS,21/22,UEFA Champions League,International competitions,8,510,2,1,6.90,6,4,1,11,3,2,94,72.9,5,83.3,10,55.6,1,0,0,0,8,7,4,2,2,,,3,,25.000.000
Pablo Sarabia,28,ESP,OS,20/21,UEFA Champions League,International competitions,4,146,0,0,6.57,3,0,2,5,0,0,54,81.8,2,50.0,0,,0,0,0,0,3,3,2,0,,,,0,,25.000.000
Pablo Sarabia,27,ESP,OS,19/20,UEFA Champions League,International competitions,9,407,2,2,6.96,9,6,1,8,3,2,119,81.5,0,,5,38.5,1,0,0,0,13,8,1,2,2,,,4,,25.000.000
Pablo Sarabia,25,ESP,OS,17/18,UEFA Champions League,International competitions,11,741,1,2,6.90,22,4,2,16,1,13,282,82.0,11,61.1,7,15.2,1,1,0,0,19,12,9,11,1,,,3,,35.000.000
Pablo Sarabia,24,ESP,OS,16/17,UEFA Champions League,International competitions,7,332,1,1,6.76,10,2,0,7,0,2,104,74.3,3,37.5,8,27.6,0,1,0,0,8,9,5,2,1,,,2,,15.000.000
Pablo Sarabia,26,ESP,OS,18/19,UEFA Europa League,International competitions,8,443,2,1,6.81,12,7,0,10,2,3,163,78.4,8,66.7,4,15.4,1,1,1,0,8,4,1,3,4,,,3,,40.000.000
Pape Matar Sarr,22,SEN,OS,24/25,Premier League,Domestic leagues,36,1913,3,2,6.83,34,13,5,16,1,11,874,87.6,15,46.9,2,14.3,1,6,0,0,12,49,30,7,34,3.71,0.79,5,4.51,32.000.000
Pape Matar Sarr,21,SEN,OS,23/24,Premier League,Domestic leagues,34,2091,3,3,6.98,36,14,3,20,2,19,1165,88.7,28,70.0,5,20.0,2,9,0,0,21,34,31,11,24,3.44,2.09,6,5.52,45.000.000
Pape Matar Sarr,20,SEN,OS,22/23,Premier League,Domestic leagues,11,229,0,1,6.51,2,0,0,2,1,2,141,91.6,0,,,,0,1,0,0,4,7,6,0,3,0.06,0.04,1,0.11,35.000.000
Pape Matar Sarr,19,SEN,OS,21/22,Ligue 1,Domestic leagues,33,2129,1,3,6.78,31,8,1,20,3,30,834,83.3,56,57.1,1,25.0,3,7,0,0,20,46,29,7,30,,,4,,15.000.000
Pape Matar Sarr,18,SEN,OS,20/21,Ligue 1,Domestic leagues,22,1593,3,0,7.03,31,8,0,16,0,18,793,85.3,61,64.9,1,20.0,2,5,0,0,18,45,27,8,24,,,3,,20.000.000
Pape Matar Sarr,22,SEN,OS,24/25,UEFA Europa League,International competitions,13,641,2,0,6.83,8,6,0,4,0,2,284,87.4,6,60.0,1,33.3,2,0,0,0,10,16,6,2,8,0.84,0.75,2,1.59,32.000.000
Pape Matar Sarr,20,SEN,OS,22/23,UEFA Champions League,International competitions,1,90,0,0,7.40,3,1,0,1,0,1,49,83.1,5,83.3,,,0,0,0,0,1,5,1,2,2,0.06,0.16,0,0.23,35.000.000
Patson Daka,26,ZAM,F,24/25,Premier League,Domestic leagues,23,736,1,0,6.60,15,4,1,1,0,2,102,73.9,3,60.0,0,,0,0,0,0,11,19,1,5,12,1.25,0.08,1,1.33,9.000.000
Patson Daka,24,ZAM,F,22/23,Premier League,Domestic leagues,30,1189,4,4,6.77,30,16,5,17,5,7,187,68.0,6,66.7,1,12.5,0,2,0,0,9,14,7,7,26,3.53,1.70,8,5.23,14.000.000
Patson Daka,23,ZAM,F,21/22,Premier League,Domestic leagues,23,1166,5,3,6.73,26,16,4,13,2,3,164,74.5,3,60.0,0,,1,2,0,0,17,15,2,5,17,,,8,,20.000.000
